Date,value,monthly_change,yoy_change,source,indicator_id,unit,preferred_direction,description,yearly_adjustment
2020-01-01,146.497,,,Komatsu Heavy Equipment (Composite),komatsu_equipment,Index,down,Composite cost index for Komatsu Heavy Equipment based on weighted BLS PPI components,4.824615129670207
2020-02-01,146.067,-0.2935213690382743,,Komatsu Heavy Equipment (Composite),komatsu_equipment,Index,down,Composite cost index for Komatsu Heavy Equipment based on weighted BLS PPI components,4.824615129670207
2020-03-01,145.78699999999998,-0.1916928532796791,,Komatsu Heavy Equipment (Composite),komatsu_equipment,Index,down,Composite cost index for Komatsu Heavy Equipment based on weighted BLS PPI components,4.824615129670207
2020-04-01,143.55700000000002,-1.5296288420778015,,Komatsu Heavy Equipment (Composite),komatsu_equipment,Index,down,Composite cost index for Komatsu Heavy Equipment based on weighted BLS PPI components,4.824615129670207
2020-05-01,142.12800000000001,-0.9954234206621781,,Komatsu Heavy Equipment (Composite),komatsu_equipment,Index,down,Composite cost index for Komatsu Heavy Equipment based on weighted BLS PPI components,4.824615129670207
2020-06-01,142.678,0.38697512101766307,,Komatsu Heavy Equipment (Composite),komatsu_equipment,Index,down,Composite cost index for Komatsu Heavy Equipment based on weighted BLS PPI components,4.824615129670207
2020-07-01,143.028,0.24530761575014548,,Komatsu Heavy Equipment (Composite),komatsu_equipment,Index,down,Composite cost index for Komatsu Heavy Equipment based on weighted BLS PPI components,4.824615129670207
2020-08-01,142.42,-0.42509159045781564,,Komatsu Heavy Equipment (Composite),komatsu_equipment,Index,down,Composite cost index for Komatsu Heavy Equipment based on weighted BLS PPI components,4.824615129670207
2020-09-01,142.79499999999996,0.2633057154893814,,Komatsu Heavy Equipment (Composite),komatsu_equipment,Index,down,Composite cost index for Komatsu Heavy Equipment based on weighted BLS PPI components,4.824615129670207
2020-10-01,143.89,0.7668335726040976,,Komatsu Heavy Equipment (Composite),komatsu_equipment,Index,down,Composite cost index for Komatsu Heavy Equipment based on weighted BLS PPI components,4.824615129670207
2020-11-01,145.859,1.3684064215720548,,Komatsu Heavy Equipment (Composite),komatsu_equipment,Index,down,Composite cost index for Komatsu Heavy Equipment based on weighted BLS PPI components,4.824615129670207
2020-12-01,151.189,3.6542140011929236,,Komatsu Heavy Equipment (Composite),komatsu_equipment,Index,down,Composite cost index for Komatsu Heavy Equipment based on weighted BLS PPI components,4.824615129670207
2021-01-01,156.294,3.376568401140312,6.687508959227828,Komatsu Heavy Equipment (Composite),komatsu_equipment,Index,down,Composite cost index for Komatsu Heavy Equipment based on weighted BLS PPI components,4.824615129670207
2021-02-01,165.272,5.7443024044429025,13.14807588298519,Komatsu Heavy Equipment (Composite),komatsu_equipment,Index,down,Composite cost index for Komatsu Heavy Equipment based on weighted BLS PPI components,4.824615129670207
2021-03-01,179.957,8.885352630814669,23.438303826815844,Komatsu Heavy Equipment (Composite),komatsu_equipment,Index,down,Composite cost index for Komatsu Heavy Equipment based on weighted BLS PPI components,4.824615129670207
