Date,value,monthly_change,yoy_change,source,indicator_id,unit,preferred_direction,description,yearly_adjustment
2020-01-01,136.719,,,SMS Equipment (Composite),sms_equipment,Index,down,Composite cost index for SMS Equipment based on weighted BLS PPI components,4.6666038452736425
2020-02-01,135.854,-0.6326845573767947,,SMS Equipment (Composite),sms_equipment,Index,down,Composite cost index for SMS Equipment based on weighted BLS PPI components,4.6666038452736425
2020-03-01,134.774,-0.7949710718860081,,SMS Equipment (Composite),sms_equipment,Index,down,Composite cost index for SMS Equipment based on weighted BLS PPI components,4.6666038452736425
2020-04-01,131.499,-2.429993915740425,,SMS Equipment (Composite),sms_equipment,Index,down,Composite cost index for SMS Equipment based on weighted BLS PPI components,4.6666038452736425
2020-05-01,130.686,-0.6182556521342253,,SMS Equipment (Composite),sms_equipment,Index,down,Composite cost index for SMS Equipment based on weighted BLS PPI components,4.6666038452736425
2020-06-01,132.016,1.0177065638247385,,SMS Equipment (Composite),sms_equipment,Index,down,Composite cost index for SMS Equipment based on weighted BLS PPI components,4.6666038452736425
2020-07-01,132.716,0.5302387589383173,,SMS Equipment (Composite),sms_equipment,Index,down,Composite cost index for SMS Equipment based on weighted BLS PPI components,4.6666038452736425
2020-08-01,132.3625,-0.2663582386449259,,SMS Equipment (Composite),sms_equipment,Index,down,Composite cost index for SMS Equipment based on weighted BLS PPI components,4.6666038452736425
2020-09-01,132.6875,0.2455378222683935,,SMS Equipment (Composite),sms_equipment,Index,down,Composite cost index for SMS Equipment based on weighted BLS PPI components,4.6666038452736425
2020-10-01,133.5475,0.6481394253414985,,SMS Equipment (Composite),sms_equipment,Index,down,Composite cost index for SMS Equipment based on weighted BLS PPI components,4.6666038452736425
2020-11-01,135.5205,1.4773769632527634,,SMS Equipment (Composite),sms_equipment,Index,down,Composite cost index for SMS Equipment based on weighted BLS PPI components,4.6666038452736425
2020-12-01,140.41549999999998,3.611999660567955,,SMS Equipment (Composite),sms_equipment,Index,down,Composite cost index for SMS Equipment based on weighted BLS PPI components,4.6666038452736425
2021-01-01,145.1155,3.3472088195391603,6.141428769958823,SMS Equipment (Composite),sms_equipment,Index,down,Composite cost index for SMS Equipment based on weighted BLS PPI components,4.6666038452736425
2021-02-01,153.739,5.942507864425228,13.164868167297229,SMS Equipment (Composite),sms_equipment,Index,down,Composite cost index for SMS Equipment based on weighted BLS PPI components,4.6666038452736425
2021-03-01,166.66899999999998,8.410357814217594,23.6655437992491,SMS Equipment (Composite),sms_equipment,Index,down,Composite cost index for SMS Equipment based on weighted BLS PPI components,4.6666038452736425
2021-04-01,180.49899999999997,8.297883829626373,37.26264078053823,SMS Equipment (Composite),sms_equipment,Index,down,Composite cost index for SMS Equipment based on weighted BLS PPI components,4.6666038452736425
2021-05-01,186.179,3.146831838403563,42.462849884455856,SMS Equipment (Composite),sms_equipment,Index,down,Composite cost index for SMS Equipment based on weighted BLS PPI components,4.6666038452736425
2021-06-01,194.214,4.315739154254783,47.11398618349292,SMS Equipment (Composite),sms_equipment,Index,down,Composite cost index for SMS Equipment based on weighted BLS PPI components,4.6666038452736425
2021-07-01,206.81615,6.488795864355801,55.83362217065009,SMS Equipment (Composite),sms_equipment,Index,down,Composite cost index for SMS Equipment based on weighted BLS PPI components,4.6666038452736425
2021-08-01,213.09230000000002,3.0346517909747517,60.991443951270185,SMS Equipment (Composite),sms_equipment,Index,down,Composite cost index for SMS Equipment based on weighted BLS PPI components,4.6666038452736425
2021-09-01,219.85049999999998,3.171489537632266,65.69043805934996,SMS Equipment (Composite),sms_equipment,Index,down,Composite cost index for SMS Equipment based on weighted BLS PPI components,4.6666038452736425
2021-10-01,227.15925,3.3244181841751486,70.09622044590873,SMS Equipment (Composite),sms_equipment,Index,down,Composite cost index for SMS Equipment based on weighted BLS PPI components,4.6666038452736425
2021-11-01,232.32985,2.2762005069131064,71.43520721957195,SMS Equipment (Composite),sms_equipment,Index,down,Composite cost index for SMS Equipment based on weighted BLS PPI components,4.6666038452736425
2021-12-01,231.55004999999997,-0.33564348274662814,64.90348287760254,SMS Equipment (Composite),sms_equipment,Index,down,Composite cost index for SMS Equipment based on weighted BLS PPI components,4.6666038452736425
2022-01-01,230.89329999999998,-0.2836319836683199,59.11001926052006,SMS Equipment (Composite),sms_equipment,Index,down,Composite cost index for SMS Equipment based on weighted BLS PPI components,4.6666038452736425
2022-02-01,220.86020000000002,-4.345340466787029,43.65918862487723,SMS Equipment (Composite),sms_equipment,Index,down,Composite cost index for SMS Equipment based on weighted BLS PPI components,4.6666038452736425
2022-03-01,216.28709999999998,-2.070585827595939,29.770443213795005,SMS Equipment (Composite),sms_equipment,Index,down,Composite cost index for SMS Equipment based on weighted BLS PPI components,4.6666038452736425
2022-04-01,220.96455,2.1626116398065554,22.41871146100536,SMS Equipment (Composite),sms_equipment,Index,down,Composite cost index for SMS Equipment based on weighted BLS PPI components,4.6666038452736425
2022-05-01,236.5077,7.034227888591182,27.032425783788728,SMS Equipment (Composite),sms_equipment,Index,down,Composite cost index for SMS Equipment based on weighted BLS PPI components,4.6666038452736425
2022-06-01,237.38774999999998,0.37210204995439256,22.229988569310134,SMS Equipment (Composite),sms_equipment,Index,down,Composite cost index for SMS Equipment based on weighted BLS PPI components,4.6666038452736425
2022-07-01,229.25755,-3.4248608026319682,10.850893414271567,SMS Equipment (Composite),sms_equipment,Index,down,Composite cost index for SMS Equipment based on weighted BLS PPI components,4.6666038452736425
2022-08-01,222.69599999999997,-2.8620867666081407,4.506826384622986,SMS Equipment (Composite),sms_equipment,Index,down,Composite cost index for SMS Equipment based on weighted BLS PPI components,4.6666038452736425
2022-09-01,213.8166,-3.9872292272874144,-2.744546862527031,SMS Equipment (Composite),sms_equipment,Index,down,Composite cost index for SMS Equipment based on weighted BLS PPI components,4.6666038452736425
2022-10-01,206.52235000000002,-3.411451683358535,-9.084772026672905,SMS Equipment (Composite),sms_equipment,Index,down,Composite cost index for SMS Equipment based on weighted BLS PPI components,4.6666038452736425
2022-11-01,202.35155,-2.019539289573269,-12.903335494771762,SMS Equipment (Composite),sms_equipment,Index,down,Composite cost index for SMS Equipment based on weighted BLS PPI components,4.6666038452736425
2022-12-01,196.84869999999998,-2.719450382267896,-14.986543945898523,SMS Equipment (Composite),sms_equipment,Index,down,Composite cost index for SMS Equipment based on weighted BLS PPI components,4.6666038452736425
2023-01-01,195.82305,-0.521034682982402,-15.188942251680748,SMS Equipment (Composite),sms_equipment,Index,down,Composite cost index for SMS Equipment based on weighted BLS PPI components,4.6666038452736425
2023-02-01,197.7573,0.9877539952523495,-10.460417947642908,SMS Equipment (Composite),sms_equipment,Index,down,Composite cost index for SMS Equipment based on weighted BLS PPI components,4.6666038452736425
2023-03-01,197.86835000000002,0.056154690623322345,-8.51588005017403,SMS Equipment (Composite),sms_equipment,Index,down,Composite cost index for SMS Equipment based on weighted BLS PPI components,4.6666038452736425
2023-04-01,201.21144999999999,1.6895577286614838,-8.939488257279283,SMS Equipment (Composite),sms_equipment,Index,down,Composite cost index for SMS Equipment based on weighted BLS PPI components,4.6666038452736425
2023-05-01,205.47135,2.1171260383044954,-13.122765136187953,SMS Equipment (Composite),sms_equipment,Index,down,Composite cost index for SMS Equipment based on weighted BLS PPI components,4.6666038452736425
2023-06-01,205.08034999999998,-0.19029416996579895,-13.609548091677015,SMS Equipment (Composite),sms_equipment,Index,down,Composite cost index for SMS Equipment based on weighted BLS PPI components,4.6666038452736425
2023-07-01,200.37815,-2.2928574093032172,-12.596924288862022,SMS Equipment (Composite),sms_equipment,Index,down,Composite cost index for SMS Equipment based on weighted BLS PPI components,4.6666038452736425
2023-08-01,200.39215,0.0069867897273034885,-10.015379710457296,SMS Equipment (Composite),sms_equipment,Index,down,Composite cost index for SMS Equipment based on weighted BLS PPI components,4.6666038452736425
2023-09-01,197.5555,-1.4155494613935726,-7.605162555199174,SMS Equipment (Composite),sms_equipment,Index,down,Composite cost index for SMS Equipment based on weighted BLS PPI components,4.6666038452736425
2023-10-01,193.90300000000002,-1.8488475390459724,-6.110404031331229,SMS Equipment (Composite),sms_equipment,Index,down,Composite cost index for SMS Equipment based on weighted BLS PPI components,4.6666038452736425
2023-11-01,191.54494999999997,-1.2160977395914707,-5.340507646222637,SMS Equipment (Composite),sms_equipment,Index,down,Composite cost index for SMS Equipment based on weighted BLS PPI components,4.6666038452736425
2023-12-01,192.4855,0.49103356679465193,-2.2165246709782593,SMS Equipment (Composite),sms_equipment,Index,down,Composite cost index for SMS Equipment based on weighted BLS PPI components,4.6666038452736425
2024-01-01,198.06995,2.901231521335368,1.1474134429016347,SMS Equipment (Composite),sms_equipment,Index,down,Composite cost index for SMS Equipment based on weighted BLS PPI components,4.6666038452736425
2024-02-01,202.93864999999997,2.4580709996644856,2.6200549865921463,SMS Equipment (Composite),sms_equipment,Index,down,Composite cost index for SMS Equipment based on weighted BLS PPI components,4.6666038452736425
2024-03-01,194.75459999999998,-4.032770494925431,-1.5736473266189543,SMS Equipment (Composite),sms_equipment,Index,down,Composite cost index for SMS Equipment based on weighted BLS PPI components,4.6666038452736425
2024-04-01,193.05289999999997,-0.8737662679084379,-4.054714580109642,SMS Equipment (Composite),sms_equipment,Index,down,Composite cost index for SMS Equipment based on weighted BLS PPI components,4.6666038452736425
2024-05-01,192.55135,-0.2597992570947949,-6.28798126843474,SMS Equipment (Composite),sms_equipment,Index,down,Composite cost index for SMS Equipment based on weighted BLS PPI components,4.6666038452736425
2024-06-01,191.1577,-0.7237809550543317,-6.788875677265027,SMS Equipment (Composite),sms_equipment,Index,down,Composite cost index for SMS Equipment based on weighted BLS PPI components,4.6666038452736425
2024-07-01,188.72825,-1.2709140149729792,-5.813957260310065,SMS Equipment (Composite),sms_equipment,Index,down,Composite cost index for SMS Equipment based on weighted BLS PPI components,4.6666038452736425
2024-08-01,185.91065,-1.4929402460945873,-7.226580482319289,SMS Equipment (Composite),sms_equipment,Index,down,Composite cost index for SMS Equipment based on weighted BLS PPI components,4.6666038452736425
2024-09-01,183.33440000000004,-1.3857463249146607,-7.198534082827335,SMS Equipment (Composite),sms_equipment,Index,down,Composite cost index for SMS Equipment based on weighted BLS PPI components,4.6666038452736425
2024-10-01,184.38,0.5703239544787797,-4.911218495845871,SMS Equipment (Composite),sms_equipment,Index,down,Composite cost index for SMS Equipment based on weighted BLS PPI components,4.6666038452736425
2024-11-01,185.4987,0.6067360885128714,-3.156569776441487,SMS Equipment (Composite),sms_equipment,Index,down,Composite cost index for SMS Equipment based on weighted BLS PPI components,4.6666038452736425
2024-12-01,181.99745000000001,-1.8874795348970075,-5.448748087518274,SMS Equipment (Composite),sms_equipment,Index,down,Composite cost index for SMS Equipment based on weighted BLS PPI components,4.6666038452736425
2025-01-01,182.06969999999998,0.03969835841104441,-8.078080496309525,SMS Equipment (Composite),sms_equipment,Index,down,Composite cost index for SMS Equipment based on weighted BLS PPI components,4.6666038452736425
