Date,value,monthly_change,yoy_change,source,indicator_id,unit,preferred_direction,description,yearly_adjustment
2020-01-01,100.0318925760294,,,Cement and Ready-Mix (SAMPLE DATA),cement_ready_mix,Index,down,SAMPLE DATA - Composite cost index for Cement and Ready-Mix based on weighted BLS PPI components,2.11
2020-02-01,100.27004712389255,0.238078618458748,,Cement and Ready-Mix (SAMPLE DATA),cement_ready_mix,Index,down,SAMPLE DATA - Composite cost index for Cement and Ready-Mix based on weighted BLS PPI components,2.11
2020-03-01,100.7026574298579,0.43144520060991454,,Cement and Ready-Mix (SAMPLE DATA),cement_ready_mix,Index,down,SAMPLE DATA - Composite cost index for Cement and Ready-Mix based on weighted BLS PPI components,2.11
2020-04-01,100.28183079276508,-0.4178902998522527,,Cement and Ready-Mix (SAMPLE DATA),cement_ready_mix,Index,down,SAMPLE DATA - Composite cost index for Cement and Ready-Mix based on weighted BLS PPI components,2.11
2020-05-01,99.99418770986581,-0.28683469440609066,,Cement and Ready-Mix (SAMPLE DATA),cement_ready_mix,Index,down,SAMPLE DATA - Composite cost index for Cement and Ready-Mix based on weighted BLS PPI components,2.11
2020-06-01,99.72876303557328,-0.2654401024414166,,Cement and Ready-Mix (SAMPLE DATA),cement_ready_mix,Index,down,SAMPLE DATA - Composite cost index for Cement and Ready-Mix based on weighted BLS PPI components,2.11
2020-07-01,100.39379128517923,0.6668369579283073,,Cement and Ready-Mix (SAMPLE DATA),cement_ready_mix,Index,down,SAMPLE DATA - Composite cost index for Cement and Ready-Mix based on weighted BLS PPI components,2.11
2020-08-01,100.6382256660548,0.24347559520012663,,Cement and Ready-Mix (SAMPLE DATA),cement_ready_mix,Index,down,SAMPLE DATA - Composite cost index for Cement and Ready-Mix based on weighted BLS PPI components,2.11
2020-09-01,100.97621950203964,0.33585035283352216,,Cement and Ready-Mix (SAMPLE DATA),cement_ready_mix,Index,down,SAMPLE DATA - Composite cost index for Cement and Ready-Mix based on weighted BLS PPI components,2.11
2020-10-01,101.32300648853453,0.34343431374739275,,Cement and Ready-Mix (SAMPLE DATA),cement_ready_mix,Index,down,SAMPLE DATA - Composite cost index for Cement and Ready-Mix based on weighted BLS PPI components,2.11
2020-11-01,101.00664558885632,-0.3122300755199259,,Cement and Ready-Mix (SAMPLE DATA),cement_ready_mix,Index,down,SAMPLE DATA - Composite cost index for Cement and Ready-Mix based on weighted BLS PPI components,2.11
2020-12-01,101.3829983017134,0.3726019319451712,,Cement and Ready-Mix (SAMPLE DATA),cement_ready_mix,Index,down,SAMPLE DATA - Composite cost index for Cement and Ready-Mix based on weighted BLS PPI components,2.11
2021-01-01,102.77431650319075,1.372338779463611,2.7415495763783104,Cement and Ready-Mix (SAMPLE DATA),cement_ready_mix,Index,down,SAMPLE DATA - Composite cost index for Cement and Ready-Mix based on weighted BLS PPI components,2.11
2021-02-01,104.32772620787907,1.5114765610142467,4.046750949436473,Cement and Ready-Mix (SAMPLE DATA),cement_ready_mix,Index,down,SAMPLE DATA - Composite cost index for Cement and Ready-Mix based on weighted BLS PPI components,2.11
2021-03-01,105.91107408867708,1.5176673913539496,5.172074691720008,Cement and Ready-Mix (SAMPLE DATA),cement_ready_mix,Index,down,SAMPLE DATA - Composite cost index for Cement and Ready-Mix based on weighted BLS PPI components,2.11
