Date,value,monthly_change,yoy_change,source,indicator_id,unit,preferred_direction,description,yearly_adjustment
2020-01-01,131.536,,,Fabricated Structural Steel (Composite),fabricated_steel,Index,down,Composite cost index for Fabricated Structural Steel based on weighted BLS PPI components,6.49841639171802
2020-02-01,131.656,0.09122977739934868,,Fabricated Structural Steel (Composite),fabricated_steel,Index,down,Composite cost index for Fabricated Structural Steel based on weighted BLS PPI components,6.49841639171802
2020-03-01,132.37599999999998,0.5468797472200082,,Fabricated Structural Steel (Composite),fabricated_steel,Index,down,Composite cost index for Fabricated Structural Steel based on weighted BLS PPI components,6.49841639171802
2020-04-01,131.686,-0.5212425213029337,,Fabricated Structural Steel (Composite),fabricated_steel,Index,down,Composite cost index for Fabricated Structural Steel based on weighted BLS PPI components,6.49841639171802
2020-05-01,129.504,-1.6569718876721984,,Fabricated Structural Steel (Composite),fabricated_steel,Index,down,Composite cost index for Fabricated Structural Steel based on weighted BLS PPI components,6.49841639171802
2020-06-01,128.964,-0.41697553743512694,,Fabricated Structural Steel (Composite),fabricated_steel,Index,down,Composite cost index for Fabricated Structural Steel based on weighted BLS PPI components,6.49841639171802
2020-07-01,128.554,-0.3179181787165364,,Fabricated Structural Steel (Composite),fabricated_steel,Index,down,Composite cost index for Fabricated Structural Steel based on weighted BLS PPI components,6.49841639171802
2020-08-01,127.05000000000001,-1.169936369152258,,Fabricated Structural Steel (Composite),fabricated_steel,Index,down,Composite cost index for Fabricated Structural Steel based on weighted BLS PPI components,6.49841639171802
2020-09-01,127.11999999999999,0.0550964187327585,,Fabricated Structural Steel (Composite),fabricated_steel,Index,down,Composite cost index for Fabricated Structural Steel based on weighted BLS PPI components,6.49841639171802
2020-10-01,128.42,1.0226557583385754,,Fabricated Structural Steel (Composite),fabricated_steel,Index,down,Composite cost index for Fabricated Structural Steel based on weighted BLS PPI components,6.49841639171802
2020-11-01,130.80200000000002,1.854851269272717,,Fabricated Structural Steel (Composite),fabricated_steel,Index,down,Composite cost index for Fabricated Structural Steel based on weighted BLS PPI components,6.49841639171802
2020-12-01,137.292,4.961697833366441,,Fabricated Structural Steel (Composite),fabricated_steel,Index,down,Composite cost index for Fabricated Structural Steel based on weighted BLS PPI components,6.49841639171802
2021-01-01,143.042,4.188153716167009,8.747415156307014,Fabricated Structural Steel (Composite),fabricated_steel,Index,down,Composite cost index for Fabricated Structural Steel based on weighted BLS PPI components,6.49841639171802
2021-02-01,154.346,7.902574069154511,17.234307589475595,Fabricated Structural Steel (Composite),fabricated_steel,Index,down,Composite cost index for Fabricated Structural Steel based on weighted BLS PPI components,6.49841639171802
2021-03-01,174.186,12.854236585334245,31.584275095183443,Fabricated Structural Steel (Composite),fabricated_steel,Index,down,Composite cost index for Fabricated Structural Steel based on weighted BLS PPI components,6.49841639171802
