Date,value,source,indicator_id,unit,preferred_direction,country
2023-05-12,55.90489327639641,PMI Input Prices CHILE - SAMPLE DATA,pmi_input_chile,,down,CHILE
2023-06-11,54.633454346160455,PMI Input Prices CHILE - SAMPLE DATA,pmi_input_chile,,down,CHILE
2023-07-11,54.56864798060115,PMI Input Prices CHILE - SAMPLE DATA,pmi_input_chile,,down,CHILE
2023-08-10,54.376572255580136,PMI Input Prices CHILE - SAMPLE DATA,pmi_input_chile,,down,CHILE
2023-09-09,54.787386019224805,PMI Input Prices CHILE - SAMPLE DATA,pmi_input_chile,,down,CHILE
2023-10-09,53.51544552804893,PMI Input Prices CHILE - SAMPLE DATA,pmi_input_chile,,down,CHILE
2023-11-08,54.212226336066735,PMI Input Prices CHILE - SAMPLE DATA,pmi_input_chile,,down,CHILE
2023-12-08,53.38272818909109,PMI Input Prices CHILE - SAMPLE DATA,pmi_input_chile,,down,CHILE
2024-01-07,55.49935625842826,PMI Input Prices CHILE - SAMPLE DATA,pmi_input_chile,,down,CHILE
2024-02-06,54.11850447239446,PMI Input Prices CHILE - SAMPLE DATA,pmi_input_chile,,down,CHILE
2024-03-07,52.64808848360711,PMI Input Prices CHILE - SAMPLE DATA,pmi_input_chile,,down,CHILE
2024-04-06,54.30163412042758,PMI Input Prices CHILE - SAMPLE DATA,pmi_input_chile,,down,CHILE
2024-05-06,54.80944031158031,PMI Input Prices CHILE - SAMPLE DATA,pmi_input_chile,,down,CHILE
2024-06-05,53.72959183090705,PMI Input Prices CHILE - SAMPLE DATA,pmi_input_chile,,down,CHILE
2024-07-05,53.43778917706331,PMI Input Prices CHILE - SAMPLE DATA,pmi_input_chile,,down,CHILE
2024-08-04,51.79963972031462,PMI Input Prices CHILE - SAMPLE DATA,pmi_input_chile,,down,CHILE
2024-09-03,51.82722782966425,PMI Input Prices CHILE - SAMPLE DATA,pmi_input_chile,,down,CHILE
2024-10-03,52.14527153008411,PMI Input Prices CHILE - SAMPLE DATA,pmi_input_chile,,down,CHILE
2024-11-02,52.58949365669018,PMI Input Prices CHILE - SAMPLE DATA,pmi_input_chile,,down,CHILE
2024-12-02,52.5080471092141,PMI Input Prices CHILE - SAMPLE DATA,pmi_input_chile,,down,CHILE
2025-01-01,52.08614411858745,PMI Input Prices CHILE - SAMPLE DATA,pmi_input_chile,,down,CHILE
2025-01-31,52.32019122899912,PMI Input Prices CHILE - SAMPLE DATA,pmi_input_chile,,down,CHILE
2025-03-02,52.63275265218572,PMI Input Prices CHILE - SAMPLE DATA,pmi_input_chile,,down,CHILE
2025-04-01,53.83828393488431,PMI Input Prices CHILE - SAMPLE DATA,pmi_input_chile,,down,CHILE
