date,value,series_id,is_sample
2023-05-15,100.75083333333332,PCU333131333131,True
2023-06-14,101.50730417361109,PCU333131333131,True
2023-07-14,102.26945484911461,PCU333131333131,True
2023-08-13,103.03732800594004,PCU333131333131,True
2023-09-12,103.81096661038463,PCU333131333131,True
2023-10-12,104.59041395135093,PCU333131333131,True
2023-11-11,105.37571364276897,PCU333131333131,True
2023-12-11,106.16690962603676,PCU333131333131,True
2024-01-10,106.9640461724789,PCU333131333131,True
2024-02-09,107.76716788582392,PCU333131333131,True
2024-03-10,108.57631970469997,PCU333131333131,True
2024-04-09,109.39154690514941,PCU333131333131,True
2024-05-09,110.21289510316223,PCU333131333131,True
2024-06-08,111.04041025722846,PCU333131333131,True
2024-07-08,111.8741386709098,PCU333131333131,True
2024-08-07,112.71412699543053,PCU333131333131,True
2024-09-06,113.56042223228788,PCU333131333131,True
2024-10-06,114.41307173588196,PCU333131333131,True
2024-11-05,115.27212321616553,PCU333131333131,True
2024-12-05,116.13762474131356,PCU333131333131,True
2025-01-04,117.0096247404129,PCU333131333131,True
2025-02-03,117.88817200617216,PCU333131333131,True
2025-03-05,118.77331569765182,PCU333131333131,True
2025-04-04,119.66510534301501,PCU333131333131,True
