Date,value,source,indicator_id,unit,preferred_direction,country
2023-05-12,307.9752130719677,PPI CANADA - SAMPLE DATA,ppi_canada,,neutral,CANADA
2023-06-11,311.1888903458205,PPI CANADA - SAMPLE DATA,ppi_canada,,neutral,CANADA
2023-07-11,309.82908219542304,PPI CANADA - SAMPLE DATA,ppi_canada,,neutral,CANADA
2023-08-10,314.42280011713484,PPI CANADA - SAMPLE DATA,ppi_canada,,neutral,CANADA
2023-09-09,314.84148747769876,PPI CANADA - SAMPLE DATA,ppi_canada,,neutral,CANADA
2023-10-09,316.30167638120855,PPI CANADA - SAMPLE DATA,ppi_canada,,neutral,CANADA
2023-11-08,314.02416771232856,PPI CANADA - SAMPLE DATA,ppi_canada,,neutral,CANADA
2023-12-08,313.9609321841597,PPI CANADA - SAMPLE DATA,ppi_canada,,neutral,CANADA
2024-01-07,312.52197692919697,PPI CANADA - SAMPLE DATA,ppi_canada,,neutral,CANADA
2024-02-06,317.7973534816574,PPI CANADA - SAMPLE DATA,ppi_canada,,neutral,CANADA
2024-03-07,317.43320380384915,PPI CANADA - SAMPLE DATA,ppi_canada,,neutral,CANADA
2024-04-06,315.6537307394096,PPI CANADA - SAMPLE DATA,ppi_canada,,neutral,CANADA
2024-05-06,321.2641213772974,PPI CANADA - SAMPLE DATA,ppi_canada,,neutral,CANADA
2024-06-05,320.1147831626196,PPI CANADA - SAMPLE DATA,ppi_canada,,neutral,CANADA
2024-07-05,322.9149464812213,PPI CANADA - SAMPLE DATA,ppi_canada,,neutral,CANADA
2024-08-04,319.91717432292984,PPI CANADA - SAMPLE DATA,ppi_canada,,neutral,CANADA
2024-09-03,320.53866404956557,PPI CANADA - SAMPLE DATA,ppi_canada,,neutral,CANADA
2024-10-03,323.6218088133849,PPI CANADA - SAMPLE DATA,ppi_canada,,neutral,CANADA
2024-11-02,321.6232195696601,PPI CANADA - SAMPLE DATA,ppi_canada,,neutral,CANADA
2024-12-02,322.9591426592041,PPI CANADA - SAMPLE DATA,ppi_canada,,neutral,CANADA
2025-01-01,327.9762360654968,PPI CANADA - SAMPLE DATA,ppi_canada,,neutral,CANADA
2025-01-31,323.1282629015318,PPI CANADA - SAMPLE DATA,ppi_canada,,neutral,CANADA
2025-03-02,322.261538720001,PPI CANADA - SAMPLE DATA,ppi_canada,,neutral,CANADA
2025-04-01,322.96871119374975,PPI CANADA - SAMPLE DATA,ppi_canada,,neutral,CANADA
