Date,value,source,indicator_id,unit,preferred_direction,country
2023-05-12,54.92110848304806,PMI Input Prices PERU - SAMPLE DATA,pmi_input_peru,,down,PERU
2023-06-11,56.11545046374901,PMI Input Prices PERU - SAMPLE DATA,pmi_input_peru,,down,PERU
2023-07-11,54.697881168660025,PMI Input Prices PERU - SAMPLE DATA,pmi_input_peru,,down,PERU
2023-08-10,54.65310231390555,PMI Input Prices PERU - SAMPLE DATA,pmi_input_peru,,down,PERU
2023-09-09,54.98350868263747,PMI Input Prices PERU - SAMPLE DATA,pmi_input_peru,,down,PERU
2023-10-09,53.65341557141235,PMI Input Prices PERU - SAMPLE DATA,pmi_input_peru,,down,PERU
2023-11-08,54.49511804618843,PMI Input Prices PERU - SAMPLE DATA,pmi_input_peru,,down,PERU
2023-12-08,53.88289154490925,PMI Input Prices PERU - SAMPLE DATA,pmi_input_peru,,down,PERU
2024-01-07,55.067060402603644,PMI Input Prices PERU - SAMPLE DATA,pmi_input_peru,,down,PERU
2024-02-06,55.12395291691045,PMI Input Prices PERU - SAMPLE DATA,pmi_input_peru,,down,PERU
2024-03-07,53.352475329097,PMI Input Prices PERU - SAMPLE DATA,pmi_input_peru,,down,PERU
2024-04-06,53.922142073909185,PMI Input Prices PERU - SAMPLE DATA,pmi_input_peru,,down,PERU
2024-05-06,56.02976741920673,PMI Input Prices PERU - SAMPLE DATA,pmi_input_peru,,down,PERU
2024-06-05,54.52673649555387,PMI Input Prices PERU - SAMPLE DATA,pmi_input_peru,,down,PERU
2024-07-05,53.36205814057545,PMI Input Prices PERU - SAMPLE DATA,pmi_input_peru,,down,PERU
2024-08-04,53.02338177511824,PMI Input Prices PERU - SAMPLE DATA,pmi_input_peru,,down,PERU
2024-09-03,53.516872912825875,PMI Input Prices PERU - SAMPLE DATA,pmi_input_peru,,down,PERU
2024-10-03,54.22678010079606,PMI Input Prices PERU - SAMPLE DATA,pmi_input_peru,,down,PERU
2024-11-02,53.67221104841735,PMI Input Prices PERU - SAMPLE DATA,pmi_input_peru,,down,PERU
2024-12-02,52.661916075424244,PMI Input Prices PERU - SAMPLE DATA,pmi_input_peru,,down,PERU
2025-01-01,52.68160386980228,PMI Input Prices PERU - SAMPLE DATA,pmi_input_peru,,down,PERU
2025-01-31,52.93091121522963,PMI Input Prices PERU - SAMPLE DATA,pmi_input_peru,,down,PERU
2025-03-02,53.777506063013014,PMI Input Prices PERU - SAMPLE DATA,pmi_input_peru,,down,PERU
2025-04-01,53.22599030929547,PMI Input Prices PERU - SAMPLE DATA,pmi_input_peru,,down,PERU
