Date,value,monthly_change,yoy_change,source,indicator_id,unit,preferred_direction,description,yearly_adjustment
2020-01-01,99.66914324630244,,,Fabricated Structural Steel (SAMPLE DATA),fabricated_steel,Index,down,SAMPLE DATA - Composite cost index for Fabricated Structural Steel based on weighted BLS PPI components,2.52
2020-02-01,100.16092827750623,0.49341753644704944,,Fabricated Structural Steel (SAMPLE DATA),fabricated_steel,Index,down,SAMPLE DATA - Composite cost index for Fabricated Structural Steel based on weighted BLS PPI components,2.52
2020-03-01,100.59428618991484,0.43266163748796327,,Fabricated Structural Steel (SAMPLE DATA),fabricated_steel,Index,down,SAMPLE DATA - Composite cost index for Fabricated Structural Steel based on weighted BLS PPI components,2.52
2020-04-01,100.27277596978979,-0.31961081717709616,,Fabricated Structural Steel (SAMPLE DATA),fabricated_steel,Index,down,SAMPLE DATA - Composite cost index for Fabricated Structural Steel based on weighted BLS PPI components,2.52
2020-05-01,99.56701622466694,-0.7038398391757683,,Fabricated Structural Steel (SAMPLE DATA),fabricated_steel,Index,down,SAMPLE DATA - Composite cost index for Fabricated Structural Steel based on weighted BLS PPI components,2.52
2020-06-01,99.29381608101616,-0.27438820003837794,,Fabricated Structural Steel (SAMPLE DATA),fabricated_steel,Index,down,SAMPLE DATA - Composite cost index for Fabricated Structural Steel based on weighted BLS PPI components,2.52
2020-07-01,99.67825338081755,0.3871714422655659,,Fabricated Structural Steel (SAMPLE DATA),fabricated_steel,Index,down,SAMPLE DATA - Composite cost index for Fabricated Structural Steel based on weighted BLS PPI components,2.52
2020-08-01,100.07459727228148,0.3976232307659977,,Fabricated Structural Steel (SAMPLE DATA),fabricated_steel,Index,down,SAMPLE DATA - Composite cost index for Fabricated Structural Steel based on weighted BLS PPI components,2.52
2020-09-01,100.41121241420906,0.336364223392005,,Fabricated Structural Steel (SAMPLE DATA),fabricated_steel,Index,down,SAMPLE DATA - Composite cost index for Fabricated Structural Steel based on weighted BLS PPI components,2.52
2020-10-01,100.75262730550732,0.34001670041576837,,Fabricated Structural Steel (SAMPLE DATA),fabricated_steel,Index,down,SAMPLE DATA - Composite cost index for Fabricated Structural Steel based on weighted BLS PPI components,2.52
2020-11-01,100.70340963645899,-0.048850010530332444,,Fabricated Structural Steel (SAMPLE DATA),fabricated_steel,Index,down,SAMPLE DATA - Composite cost index for Fabricated Structural Steel based on weighted BLS PPI components,2.52
2020-12-01,101.56209167540494,0.8526841762814374,,Fabricated Structural Steel (SAMPLE DATA),fabricated_steel,Index,down,SAMPLE DATA - Composite cost index for Fabricated Structural Steel based on weighted BLS PPI components,2.52
2021-01-01,103.24061525877059,1.6527067882081914,3.5833276941513725,Fabricated Structural Steel (SAMPLE DATA),fabricated_steel,Index,down,SAMPLE DATA - Composite cost index for Fabricated Structural Steel based on weighted BLS PPI components,2.52
2021-02-01,104.49418266651232,1.214219233970737,4.326292161550627,Fabricated Structural Steel (SAMPLE DATA),fabricated_steel,Index,down,SAMPLE DATA - Composite cost index for Fabricated Structural Steel based on weighted BLS PPI components,2.52
2021-03-01,106.33419386547305,1.7608742917613274,5.70599771911664,Fabricated Structural Steel (SAMPLE DATA),fabricated_steel,Index,down,SAMPLE DATA - Composite cost index for Fabricated Structural Steel based on weighted BLS PPI components,2.52
