Date,value,source,indicator_id,unit,preferred_direction,description
2020-01-01,37.71949364271818,NY Fed Empire State Manufacturing 6M Ahead Prices Paid - SAMPLE DATA,empire_prices_paid,,down,Empire State Manufacturing Survey 6-Month Ahead Prices Paid measures future inflation expectations in the NY manufacturing sector. Values reflect expected price changes over the next 6 months.
2020-02-01,39.11058844483706,NY Fed Empire State Manufacturing 6M Ahead Prices Paid - SAMPLE DATA,empire_prices_paid,,down,Empire State Manufacturing Survey 6-Month Ahead Prices Paid measures future inflation expectations in the NY manufacturing sector. Values reflect expected price changes over the next 6 months.
2020-03-01,41.12849293301649,NY Fed Empire State Manufacturing 6M Ahead Prices Paid - SAMPLE DATA,empire_prices_paid,,down,Empire State Manufacturing Survey 6-Month Ahead Prices Paid measures future inflation expectations in the NY manufacturing sector. Values reflect expected price changes over the next 6 months.
2020-04-01,37.99942109577372,NY Fed Empire State Manufacturing 6M Ahead Prices Paid - SAMPLE DATA,empire_prices_paid,,down,Empire State Manufacturing Survey 6-Month Ahead Prices Paid measures future inflation expectations in the NY manufacturing sector. Values reflect expected price changes over the next 6 months.
2020-05-01,35.77697168452182,NY Fed Empire State Manufacturing 6M Ahead Prices Paid - SAMPLE DATA,empire_prices_paid,,down,Empire State Manufacturing Survey 6-Month Ahead Prices Paid measures future inflation expectations in the NY manufacturing sector. Values reflect expected price changes over the next 6 months.
2020-06-01,33.25400086477706,NY Fed Empire State Manufacturing 6M Ahead Prices Paid - SAMPLE DATA,empire_prices_paid,,down,Empire State Manufacturing Survey 6-Month Ahead Prices Paid measures future inflation expectations in the NY manufacturing sector. Values reflect expected price changes over the next 6 months.
2020-07-01,33.62611714344642,NY Fed Empire State Manufacturing 6M Ahead Prices Paid - SAMPLE DATA,empire_prices_paid,,down,Empire State Manufacturing Survey 6-Month Ahead Prices Paid measures future inflation expectations in the NY manufacturing sector. Values reflect expected price changes over the next 6 months.
2020-08-01,35.72148695376452,NY Fed Empire State Manufacturing 6M Ahead Prices Paid - SAMPLE DATA,empire_prices_paid,,down,Empire State Manufacturing Survey 6-Month Ahead Prices Paid measures future inflation expectations in the NY manufacturing sector. Values reflect expected price changes over the next 6 months.
2020-09-01,36.2960752642096,NY Fed Empire State Manufacturing 6M Ahead Prices Paid - SAMPLE DATA,empire_prices_paid,,down,Empire State Manufacturing Survey 6-Month Ahead Prices Paid measures future inflation expectations in the NY manufacturing sector. Values reflect expected price changes over the next 6 months.
2020-10-01,36.67865745463687,NY Fed Empire State Manufacturing 6M Ahead Prices Paid - SAMPLE DATA,empire_prices_paid,,down,Empire State Manufacturing Survey 6-Month Ahead Prices Paid measures future inflation expectations in the NY manufacturing sector. Values reflect expected price changes over the next 6 months.
2020-11-01,35.08120229432121,NY Fed Empire State Manufacturing 6M Ahead Prices Paid - SAMPLE DATA,empire_prices_paid,,down,Empire State Manufacturing Survey 6-Month Ahead Prices Paid measures future inflation expectations in the NY manufacturing sector. Values reflect expected price changes over the next 6 months.
2020-12-01,36.94370393057228,NY Fed Empire State Manufacturing 6M Ahead Prices Paid - SAMPLE DATA,empire_prices_paid,,down,Empire State Manufacturing Survey 6-Month Ahead Prices Paid measures future inflation expectations in the NY manufacturing sector. Values reflect expected price changes over the next 6 months.
2021-01-01,37.956593856748114,NY Fed Empire State Manufacturing 6M Ahead Prices Paid - SAMPLE DATA,empire_prices_paid,,down,Empire State Manufacturing Survey 6-Month Ahead Prices Paid measures future inflation expectations in the NY manufacturing sector. Values reflect expected price changes over the next 6 months.
2021-02-01,40.92851301306771,NY Fed Empire State Manufacturing 6M Ahead Prices Paid - SAMPLE DATA,empire_prices_paid,,down,Empire State Manufacturing Survey 6-Month Ahead Prices Paid measures future inflation expectations in the NY manufacturing sector. Values reflect expected price changes over the next 6 months.
2021-03-01,44.45418566164509,NY Fed Empire State Manufacturing 6M Ahead Prices Paid - SAMPLE DATA,empire_prices_paid,,down,Empire State Manufacturing Survey 6-Month Ahead Prices Paid measures future inflation expectations in the NY manufacturing sector. Values reflect expected price changes over the next 6 months.
2021-04-01,49.38697597665147,NY Fed Empire State Manufacturing 6M Ahead Prices Paid - SAMPLE DATA,empire_prices_paid,,down,Empire State Manufacturing Survey 6-Month Ahead Prices Paid measures future inflation expectations in the NY manufacturing sector. Values reflect expected price changes over the next 6 months.
2021-05-01,51.00921182073609,NY Fed Empire State Manufacturing 6M Ahead Prices Paid - SAMPLE DATA,empire_prices_paid,,down,Empire State Manufacturing Survey 6-Month Ahead Prices Paid measures future inflation expectations in the NY manufacturing sector. Values reflect expected price changes over the next 6 months.
2021-06-01,50.2857972337511,NY Fed Empire State Manufacturing 6M Ahead Prices Paid - SAMPLE DATA,empire_prices_paid,,down,Empire State Manufacturing Survey 6-Month Ahead Prices Paid measures future inflation expectations in the NY manufacturing sector. Values reflect expected price changes over the next 6 months.
2021-07-01,51.506416687455534,NY Fed Empire State Manufacturing 6M Ahead Prices Paid - SAMPLE DATA,empire_prices_paid,,down,Empire State Manufacturing Survey 6-Month Ahead Prices Paid measures future inflation expectations in the NY manufacturing sector. Values reflect expected price changes over the next 6 months.
2021-08-01,54.26703010526856,NY Fed Empire State Manufacturing 6M Ahead Prices Paid - SAMPLE DATA,empire_prices_paid,,down,Empire State Manufacturing Survey 6-Month Ahead Prices Paid measures future inflation expectations in the NY manufacturing sector. Values reflect expected price changes over the next 6 months.
2021-09-01,56.06094540576833,NY Fed Empire State Manufacturing 6M Ahead Prices Paid - SAMPLE DATA,empire_prices_paid,,down,Empire State Manufacturing Survey 6-Month Ahead Prices Paid measures future inflation expectations in the NY manufacturing sector. Values reflect expected price changes over the next 6 months.
2021-10-01,56.51253670409788,NY Fed Empire State Manufacturing 6M Ahead Prices Paid - SAMPLE DATA,empire_prices_paid,,down,Empire State Manufacturing Survey 6-Month Ahead Prices Paid measures future inflation expectations in the NY manufacturing sector. Values reflect expected price changes over the next 6 months.
2021-11-01,56.22975295831187,NY Fed Empire State Manufacturing 6M Ahead Prices Paid - SAMPLE DATA,empire_prices_paid,,down,Empire State Manufacturing Survey 6-Month Ahead Prices Paid measures future inflation expectations in the NY manufacturing sector. Values reflect expected price changes over the next 6 months.
2021-12-01,57.798300074276646,NY Fed Empire State Manufacturing 6M Ahead Prices Paid - SAMPLE DATA,empire_prices_paid,,down,Empire State Manufacturing Survey 6-Month Ahead Prices Paid measures future inflation expectations in the NY manufacturing sector. Values reflect expected price changes over the next 6 months.
2022-01-01,57.13004463463128,NY Fed Empire State Manufacturing 6M Ahead Prices Paid - SAMPLE DATA,empire_prices_paid,,down,Empire State Manufacturing Survey 6-Month Ahead Prices Paid measures future inflation expectations in the NY manufacturing sector. Values reflect expected price changes over the next 6 months.
2022-02-01,58.60167395785874,NY Fed Empire State Manufacturing 6M Ahead Prices Paid - SAMPLE DATA,empire_prices_paid,,down,Empire State Manufacturing Survey 6-Month Ahead Prices Paid measures future inflation expectations in the NY manufacturing sector. Values reflect expected price changes over the next 6 months.
2022-03-01,60.40105847188625,NY Fed Empire State Manufacturing 6M Ahead Prices Paid - SAMPLE DATA,empire_prices_paid,,down,Empire State Manufacturing Survey 6-Month Ahead Prices Paid measures future inflation expectations in the NY manufacturing sector. Values reflect expected price changes over the next 6 months.
2022-04-01,62.9733103608849,NY Fed Empire State Manufacturing 6M Ahead Prices Paid - SAMPLE DATA,empire_prices_paid,,down,Empire State Manufacturing Survey 6-Month Ahead Prices Paid measures future inflation expectations in the NY manufacturing sector. Values reflect expected price changes over the next 6 months.
2022-05-01,67.47772273060575,NY Fed Empire State Manufacturing 6M Ahead Prices Paid - SAMPLE DATA,empire_prices_paid,,down,Empire State Manufacturing Survey 6-Month Ahead Prices Paid measures future inflation expectations in the NY manufacturing sector. Values reflect expected price changes over the next 6 months.
2022-06-01,68.84862189122028,NY Fed Empire State Manufacturing 6M Ahead Prices Paid - SAMPLE DATA,empire_prices_paid,,down,Empire State Manufacturing Survey 6-Month Ahead Prices Paid measures future inflation expectations in the NY manufacturing sector. Values reflect expected price changes over the next 6 months.
2022-07-01,67.43786554037128,NY Fed Empire State Manufacturing 6M Ahead Prices Paid - SAMPLE DATA,empire_prices_paid,,down,Empire State Manufacturing Survey 6-Month Ahead Prices Paid measures future inflation expectations in the NY manufacturing sector. Values reflect expected price changes over the next 6 months.
