Date,value,monthly_change,yoy_change,source,indicator_id,unit,preferred_direction,description,yearly_adjustment
2020-01-01,99.93992911478472,,,Komatsu Heavy Equipment (SAMPLE DATA),komatsu_equipment,Index,down,SAMPLE DATA - Composite cost index for Komatsu Heavy Equipment based on weighted BLS PPI components,2.63
2020-02-01,100.1935046791334,0.2537279809929016,,Komatsu Heavy Equipment (SAMPLE DATA),komatsu_equipment,Index,down,SAMPLE DATA - Composite cost index for Komatsu Heavy Equipment based on weighted BLS PPI components,2.63
2020-03-01,100.47898565960932,0.28492962831290214,,Komatsu Heavy Equipment (SAMPLE DATA),komatsu_equipment,Index,down,SAMPLE DATA - Composite cost index for Komatsu Heavy Equipment based on weighted BLS PPI components,2.63
2020-04-01,99.71162319974805,-0.7637044251828429,,Komatsu Heavy Equipment (SAMPLE DATA),komatsu_equipment,Index,down,SAMPLE DATA - Composite cost index for Komatsu Heavy Equipment based on weighted BLS PPI components,2.63
2020-05-01,98.95541953166966,-0.7583906908861682,,Komatsu Heavy Equipment (SAMPLE DATA),komatsu_equipment,Index,down,SAMPLE DATA - Composite cost index for Komatsu Heavy Equipment based on weighted BLS PPI components,2.63
2020-06-01,98.19800925536053,-0.7654055532215986,,Komatsu Heavy Equipment (SAMPLE DATA),komatsu_equipment,Index,down,SAMPLE DATA - Composite cost index for Komatsu Heavy Equipment based on weighted BLS PPI components,2.63
2020-07-01,98.51591137588352,0.3237358098536314,,Komatsu Heavy Equipment (SAMPLE DATA),komatsu_equipment,Index,down,SAMPLE DATA - Composite cost index for Komatsu Heavy Equipment based on weighted BLS PPI components,2.63
2020-08-01,98.69028223482795,0.17699766109773307,,Komatsu Heavy Equipment (SAMPLE DATA),komatsu_equipment,Index,down,SAMPLE DATA - Composite cost index for Komatsu Heavy Equipment based on weighted BLS PPI components,2.63
2020-09-01,98.9438615546943,0.25694456852698444,,Komatsu Heavy Equipment (SAMPLE DATA),komatsu_equipment,Index,down,SAMPLE DATA - Composite cost index for Komatsu Heavy Equipment based on weighted BLS PPI components,2.63
2020-10-01,98.96798054567171,0.02437643993111749,,Komatsu Heavy Equipment (SAMPLE DATA),komatsu_equipment,Index,down,SAMPLE DATA - Composite cost index for Komatsu Heavy Equipment based on weighted BLS PPI components,2.63
2020-11-01,99.06724305336613,0.10029759842236086,,Komatsu Heavy Equipment (SAMPLE DATA),komatsu_equipment,Index,down,SAMPLE DATA - Composite cost index for Komatsu Heavy Equipment based on weighted BLS PPI components,2.63
2020-12-01,99.77783129485411,0.7172787084679388,,Komatsu Heavy Equipment (SAMPLE DATA),komatsu_equipment,Index,down,SAMPLE DATA - Composite cost index for Komatsu Heavy Equipment based on weighted BLS PPI components,2.63
2021-01-01,100.67020792879933,0.8943636300413838,0.7307177626430628,Komatsu Heavy Equipment (SAMPLE DATA),komatsu_equipment,Index,down,SAMPLE DATA - Composite cost index for Komatsu Heavy Equipment based on weighted BLS PPI components,2.63
2021-02-01,102.1521499151464,1.472076016168744,1.9548624856326802,Komatsu Heavy Equipment (SAMPLE DATA),komatsu_equipment,Index,down,SAMPLE DATA - Composite cost index for Komatsu Heavy Equipment based on weighted BLS PPI components,2.63
