Month,Date,value,source,indicator_id,unit,preferred_direction,country,monthly_change,yoy_change
2023-05,2023-05-12,303.6779544714068,PPI CHILE - SAMPLE DATA,ppi_chile,,neutral,CHILE,,
2023-06,2023-06-11,301.6738862986515,PPI CHILE - SAMPLE DATA,ppi_chile,,neutral,CHILE,-0.6599320573808742,
2023-07,2023-07-11,298.1384789941645,PPI CHILE - SAMPLE DATA,ppi_chile,,neutral,CHILE,-1.171930175284397,
2023-08,2023-08-10,298.87418701270786,PPI CHILE - SAMPLE DATA,ppi_chile,,neutral,CHILE,0.24676721402263624,
2023-09,2023-09-09,302.4944984096208,PPI CHILE - SAMPLE DATA,ppi_chile,,neutral,CHILE,1.2113161839429898,
2023-10,2023-10-09,306.622794061976,PPI CHILE - SAMPLE DATA,ppi_chile,,neutral,CHILE,1.3647506563127187,
2023-11,2023-11-08,305.18774176118535,PPI CHILE - SAMPLE DATA,ppi_chile,,neutral,CHILE,-0.46801879331273,
2023-12,2023-12-08,300.43053755827094,PPI CHILE - SAMPLE DATA,ppi_chile,,neutral,CHILE,-1.5587795812051386,
2024-01,2024-01-07,303.48619135316716,PPI CHILE - SAMPLE DATA,ppi_chile,,neutral,CHILE,1.0170916111693629,
2024-02,2024-02-06,308.08049453685766,PPI CHILE - SAMPLE DATA,ppi_chile,,neutral,CHILE,1.5138425782094567,
2024-03,2024-03-07,308.8626013452959,PPI CHILE - SAMPLE DATA,ppi_chile,,neutral,CHILE,0.25386443553137017,
2024-04,2024-04-06,307.86170826534845,PPI CHILE - SAMPLE DATA,ppi_chile,,neutral,CHILE,-0.3240577122603727,
2024-05,2024-05-06,309.7872506582472,PPI CHILE - SAMPLE DATA,ppi_chile,,neutral,CHILE,0.6254569312137859,2.011768090796884
2024-06,2024-06-05,307.5989269573211,PPI CHILE - SAMPLE DATA,ppi_chile,,neutral,CHILE,-0.7063956622734735,1.9640548710947892
2024-07,2024-07-05,306.4345811328601,PPI CHILE - SAMPLE DATA,ppi_chile,,neutral,CHILE,-0.37852727120292196,2.782633817239666
2024-08,2024-08-04,308.6540185584906,PPI CHILE - SAMPLE DATA,ppi_chile,,neutral,CHILE,0.7242777291732061,3.272223554510867
2024-09,2024-09-03,310.87545495027695,PPI CHILE - SAMPLE DATA,ppi_chile,,neutral,CHILE,0.719717307476242,2.770614535047544
2024-10,2024-10-03,309.95204520473845,PPI CHILE - SAMPLE DATA,ppi_chile,,neutral,CHILE,-0.29703526953782644,1.085780707513062
2024-11,2024-11-02,308.7228093584231,PPI CHILE - SAMPLE DATA,ppi_chile,,neutral,CHILE,-0.3965890418640039,1.158325552932582
2024-12,2024-12-02,317.13637527007427,PPI CHILE - SAMPLE DATA,ppi_chile,,neutral,CHILE,2.725281597798346,5.560632366995355
2025-01,2025-01-31,311.7230126841734,PPI CHILE - SAMPLE DATA,ppi_chile,,neutral,CHILE,-1.7069510179306358,2.714067910068785
2025-03,2025-03-02,309.98398264110824,PPI CHILE - SAMPLE DATA,ppi_chile,,neutral,CHILE,-0.5578766957533121,0.6178541446163699
