Month,Date,value,source,indicator_id,unit,preferred_direction,country,monthly_change,yoy_change
2023-05,2023-05-12,52.669528759042166,PMI Input Prices CHINA - SAMPLE DATA,pmi_input_china,,down,CHINA,,
2023-06,2023-06-11,52.18511025397884,PMI Input Prices CHINA - SAMPLE DATA,pmi_input_china,,down,CHINA,-0.9197319901598,
2023-07,2023-07-11,53.57740373017315,PMI Input Prices CHINA - SAMPLE DATA,pmi_input_china,,down,CHINA,2.6679899101835325,
2023-08,2023-08-10,51.87543255185647,PMI Input Prices CHINA - SAMPLE DATA,pmi_input_china,,down,CHINA,-3.1766585534606318,
2023-09,2023-09-09,51.33227098101915,PMI Input Prices CHINA - SAMPLE DATA,pmi_input_china,,down,CHINA,-1.0470497191408579,
2023-10,2023-10-09,53.88928033679667,PMI Input Prices CHINA - SAMPLE DATA,pmi_input_china,,down,CHINA,4.9812901453805125,
2023-11,2023-11-08,51.825614905868335,PMI Input Prices CHINA - SAMPLE DATA,pmi_input_china,,down,CHINA,-3.8294544258725693,
2023-12,2023-12-08,52.98205710575009,PMI Input Prices CHINA - SAMPLE DATA,pmi_input_china,,down,CHINA,2.2314104752682917,
2024-01,2024-01-07,51.272624068863436,PMI Input Prices CHINA - SAMPLE DATA,pmi_input_china,,down,CHINA,-3.226437647512803,
2024-02,2024-02-06,53.08189962993189,PMI Input Prices CHINA - SAMPLE DATA,pmi_input_china,,down,CHINA,3.528736033947566,
2024-03,2024-03-07,54.709452864654295,PMI Input Prices CHINA - SAMPLE DATA,pmi_input_china,,down,CHINA,3.0661171624774664,
2024-04,2024-04-06,53.25813796990589,PMI Input Prices CHINA - SAMPLE DATA,pmi_input_china,,down,CHINA,-2.6527680661307507,
2024-05,2024-05-06,51.84973961730377,PMI Input Prices CHINA - SAMPLE DATA,pmi_input_china,,down,CHINA,-2.64447539153162,-1.5564770770759129
2024-06,2024-06-05,52.72146755109166,PMI Input Prices CHINA - SAMPLE DATA,pmi_input_china,,down,CHINA,1.6812580742391559,1.0277975738719913
2024-07,2024-07-05,52.9848446596896,PMI Input Prices CHINA - SAMPLE DATA,pmi_input_china,,down,CHINA,0.4995633104156294,-1.1059869072189477
2024-08,2024-08-04,54.997308139624494,PMI Input Prices CHINA - SAMPLE DATA,pmi_input_china,,down,CHINA,3.798186996414765,6.018023241825099
2024-09,2024-09-03,55.324572299201236,PMI Input Prices CHINA - SAMPLE DATA,pmi_input_china,,down,CHINA,0.5950548684053869,7.7773713141549905
2024-10,2024-10-03,54.644153626061744,PMI Input Prices CHINA - SAMPLE DATA,pmi_input_china,,down,CHINA,-1.2298670280896484,1.4007856192312707
2024-11,2024-11-02,53.481258059208194,PMI Input Prices CHINA - SAMPLE DATA,pmi_input_china,,down,CHINA,-2.128124400665843,3.19464256496913
2024-12,2024-12-02,53.48530364602331,PMI Input Prices CHINA - SAMPLE DATA,pmi_input_china,,down,CHINA,0.007564494482603656,0.9498433389793837
2025-01,2025-01-31,54.661401881005496,PMI Input Prices CHINA - SAMPLE DATA,pmi_input_china,,down,CHINA,2.1989184968750353,6.609331731472623
2025-03,2025-03-02,53.61992626800418,PMI Input Prices CHINA - SAMPLE DATA,pmi_input_china,,down,CHINA,-1.9053218123979754,1.0135783418137256
